id,date,time,day,station,code,min_delay,min_gap,bound,line,vehicle,code_info,latitude,longitude,line_name,month,time_range,month_number,hour,year,Index,Check
386,2019-01-21,17:30,Monday,COLLEGE STATION,SUDP,6,9,N,YU,5921,Disorderly Patron,43.661389,-79.383056,Yonge University Spadina,January,3-6PM,1,17,2019,43486COLLEGE STATION6,#REF!
387,2019-01-21,17:55,Monday,WILSON STATION,EUBO,3,5,N,YU,5541,Body,43.734167,-79.45,Yonge University Spadina,January,3-6PM,1,17,2019,43486WILSON STATION3,#REF!
388,2019-01-21,18:06,Monday,COXWELL STATION,TUSUP,4,6,W,BD,5102,Supervisory Error,43.684167,-79.323056,Bloor Danforth,January,6-9PM,1,18,2019,43486COXWELL STATION4,#REF!
389,2019-01-21,18:38,Monday,MUSEUM STATION,MUPAA,3,5,S,YU,5881,Passenger Assistance Alarm Activated - No Trouble Found,43.667222,-79.393611,Yonge University Spadina,January,6-9PM,1,18,2019,43486MUSEUM STATION3,#REF!
390,2019-01-21,18:44,Monday,SHEPPARD WEST STATION,EUTL,6,8,N,YU,5766,Trainline System,43.749444,-79.461944,Yonge University Spadina,January,6-9PM,1,18,2019,43486SHEPPARD WEST STATION6,#REF!
391,2019-01-21,19:01,Monday,DOWNSVIEW PARK STATION,EUCD,5,8,N,YU,5766,Consequential Delay (2nd Delay Same Fault),43.753889,-79.478333,Yonge University Spadina,January,6-9PM,1,19,2019,43486DOWNSVIEW PARK STATION5,#REF!
392,2019-01-21,20:21,Monday,HIGH PARK STATION,SUPOL,10,13,W,BD,5067,Held By Polce - Non-TTC Related,43.653889,-79.466667,Bloor Danforth,January,6-9PM,1,20,2019,43486HIGH PARK STATION10,#REF!
393,2019-01-21,22:28,Monday,BROADVIEW STATION,MUTO,5,8,E,BD,5042,Misc. Transportation Other - Employee Non-Chargeable,43.676944,-79.358333,Bloor Danforth,January,9PM-1:30AM,1,22,2019,43486BROADVIEW STATION5,#REF!
394,2019-01-22,5:54,Tuesday,UNION STATION,MUATC,8,0,N,YU,5691,ATC Project,43.645556,-79.380556,Yonge University Spadina,January,5-9AM,1,5,2019,43487UNION STATION8,#REF!
395,2019-01-22,6:00,Tuesday,BLOOR STATION,MUATC,4,0,N,YU,5566,ATC Project,#N/A,#N/A,Yonge University Spadina,January,5-9AM,1,6,2019,43487BLOOR STATION4,#REF!
396,2019-01-22,7:31,Tuesday,VICTORIA PARK STATION,MUWEA,12,14,W,BD,5336,Weather Reports / Related Delays,43.695,-79.288611,Bloor Danforth,January,5-9AM,1,7,2019,43487VICTORIA PARK STATION12,#REF!
397,2019-01-22,7:52,Tuesday,WOODBINE STATION,MUWEA,5,7,W,BD,5336,Weather Reports / Related Delays,43.686389,-79.312778,Bloor Danforth,January,5-9AM,1,7,2019,43487WOODBINE STATION5,#REF!
398,2019-01-22,9:30,Tuesday,KIPLING STATION,PUSNT,4,6,W,BD,5356,Signal Problem - No Trouble,43.637222,-79.536111,Bloor Danforth,January,9AM-12PM,1,9,2019,43487KIPLING STATION4,#REF!
399,2019-01-22,9:56,Tuesday,KIPLING STATION,PUSNT,4,6,W,BD,5074,Signal Problem - No Trouble,43.637222,-79.536111,Bloor Danforth,January,9AM-12PM,1,9,2019,43487KIPLING STATION4,#REF!
400,2019-01-22,10:50,Tuesday,ELLESMERE STATION,MRTO,4,14,N,SRT,3027,Timeout,43.766944,-79.276389,Scarborough Rail Transit,January,9AM-12PM,1,10,2019,43487ELLESMERE STATION4,#REF!
401,2019-01-22,11:05,Tuesday,MCCOWAN STATION,MRWEA,130,135,S,SRT,3027,Weather Reports / Related Delays,43.774917,-79.251667,Scarborough Rail Transit,January,9AM-12PM,1,11,2019,43487MCCOWAN STATION130,#REF!
402,2019-01-22,14:33,Tuesday,WOODBINE STATION,EUHV,3,6,W,BD,5030,High Voltage,43.686389,-79.312778,Bloor Danforth,January,12-3PM,1,14,2019,43487WOODBINE STATION3,#REF!
403,2019-01-22,14:52,Tuesday,DON MILLS STATION,MUIR,5,10,E,SHP,6171,Injured or ill Customer (On Train) - Medical Aid Refused,43.775556,-79.346389,Sheppard,January,12-3PM,1,14,2019,43487DON MILLS STATION5,#REF!
404,2019-01-22,15:04,Tuesday,KEELE STATION,PUSIS,3,6,E,BD,5161,Signals Track Weather Related,43.655556,-79.459722,Bloor Danforth,January,3-6PM,1,15,2019,43487KEELE STATION3,#REF!
405,2019-01-22,15:25,Tuesday,MCCOWAN STATION,ERLV,5,10,N,SRT,3003,Low Voltage,43.774917,-79.251667,Scarborough Rail Transit,January,3-6PM,1,15,2019,43487MCCOWAN STATION5,#REF!
406,2019-01-22,15:27,Tuesday,DUNDAS WEST STATION,MUSC,3,6,E,BD,5158,Miscellaneous Speed Control,43.656944,-79.452917,Bloor Danforth,January,3-6PM,1,15,2019,43487DUNDAS WEST STATION3,#REF!
407,2019-01-22,16:28,Tuesday,FINCH STATION,EUBO,3,6,S,YU,5546,Body,43.780556,-79.414722,Yonge University Spadina,January,3-6PM,1,16,2019,43487FINCH STATION3,#REF!
408,2019-01-22,16:34,Tuesday,DOWNSVIEW PARK STATION,EUBO,4,6,N,YU,5946,Body,43.753889,-79.478333,Yonge University Spadina,January,3-6PM,1,16,2019,43487DOWNSVIEW PARK STATION4,#REF!
409,2019-01-22,17:46,Tuesday,ST ANDREW STATION,PUSNT,3,5,S,YU,5896,Signal Problem - No Trouble,43.647778,-79.384722,Yonge University Spadina,January,3-6PM,1,17,2019,43487ST ANDREW STATION3,#REF!
410,2019-01-22,19:49,Tuesday,BLOOR STATION,SUDP,6,9,S,YU,5446,Disorderly Patron,#N/A,#N/A,Yonge University Spadina,January,6-9PM,1,19,2019,43487BLOOR STATION6,#REF!
411,2019-01-22,20:05,Tuesday,BATHURST STATION,EUNT,6,9,W,BD,5322,Equipment - No Trouble Found,43.666111,-79.411111,Bloor Danforth,January,6-9PM,1,20,2019,43487BATHURST STATION6,#REF!
412,2019-01-22,21:37,Tuesday,ST GEORGE YUS STATION,MUI,8,13,S,YU,5826,Injured or ill Customer (On Train) - Transported,43.66806,-79.39972,Yonge University Spadina,January,9PM-1:30AM,1,21,2019,43487ST GEORGE YUS STATION8,#REF!
413,2019-01-22,21:54,Tuesday,COXWELL STATION,TUSC,8,12,W,BD,5287,Operator Overspeeding,43.684167,-79.323056,Bloor Danforth,January,9PM-1:30AM,1,21,2019,43487COXWELL STATION8,#REF!
414,2019-01-22,22:49,Tuesday,BLOOR STATION,SUDP,6,9,S,YU,5476,Disorderly Patron,#N/A,#N/A,Yonge University Spadina,January,9PM-1:30AM,1,22,2019,43487BLOOR STATION6,#REF!
415,2019-01-22,23:07,Tuesday,FINCH STATION,MUATC,5,10,S,YU,5601,ATC Project,43.780556,-79.414722,Yonge University Spadina,January,9PM-1:30AM,1,23,2019,43487FINCH STATION5,#REF!
416,2019-01-23,5:38,Wednesday,YORK MILLS STATION,TUO,4,0,N,YU,5036,Transportation Department - Other,43.744167,-79.406667,Yonge University Spadina,January,5-9AM,1,5,2019,43488YORK MILLS STATION4,#REF!
417,2019-01-23,6:07,Wednesday,WILSON STATION,TUSUP,4,8,S,YU,5941,Supervisory Error,43.734167,-79.45,Yonge University Spadina,January,5-9AM,1,6,2019,43488WILSON STATION4,#REF!
418,2019-01-23,6:43,Wednesday,EGLINTON STATION,MUTD,3,5,S,YU,5401,Training Department Related Delays,43.705833,-79.398333,Yonge University Spadina,January,5-9AM,1,6,2019,43488EGLINTON STATION3,#REF!
419,2019-01-23,7:10,Wednesday,UNION STATION,MUPLB,5,7,N,YU,5981,Fire/Smoke Plan B - Source TTC,43.645556,-79.380556,Yonge University Spadina,January,5-9AM,1,7,2019,43488UNION STATION5,#REF!
420,2019-01-23,7:38,Wednesday,MCCOWAN STATION,MRTO,3,8,S,SRT,5626,Timeout,43.774917,-79.251667,Scarborough Rail Transit,January,5-9AM,1,7,2019,43488MCCOWAN STATION3,#REF!
421,2019-01-23,7:43,Wednesday,WILSON STATION,MUATC,7,10,S,YU,5801,ATC Project,43.734167,-79.45,Yonge University Spadina,January,5-9AM,1,7,2019,43488WILSON STATION7,#REF!
422,2019-01-23,8:16,Wednesday,KENNEDY SRT STATION,MRUIR,5,10,,SRT,3007,Injured or ill Customer (On Train) - Medical Aid Refused,43.7325,-79.263611,Scarborough Rail Transit,January,5-9AM,1,8,2019,43488KENNEDY SRT STATION5,#REF!
423,2019-01-23,8:18,Wednesday,LAWRENCE STATION,TUOS,3,5,N,YU,5531,Operator Overshot Platform,43.725,-79.402222,Yonge University Spadina,January,5-9AM,1,8,2019,43488LAWRENCE STATION3,#REF!
424,2019-01-23,8:43,Wednesday,VAUGHAN MC STATION,EUAC,4,8,S,YU,5591,Air Conditioning,43.794167,-79.5275,Yonge University Spadina,January,5-9AM,1,8,2019,43488VAUGHAN MC STATION4,#REF!
425,2019-01-23,8:47,Wednesday,OSSINGTON STATION,MUIR,3,5,E,BD,5220,Injured or ill Customer (On Train) - Medical Aid Refused,43.662222,-79.426667,Bloor Danforth,January,5-9AM,1,8,2019,43488OSSINGTON STATION3,#REF!
426,2019-01-23,8:52,Wednesday,HIGH PARK STATION,MUTD,3,5,E,BD,5024,Training Department Related Delays,43.653889,-79.466667,Bloor Danforth,January,5-9AM,1,8,2019,43488HIGH PARK STATION3,#REF!
427,2019-01-23,8:54,Wednesday,BLOOR STATION,MUI,3,5,S,YU,5386,Injured or ill Customer (On Train) - Transported,#N/A,#N/A,Yonge University Spadina,January,5-9AM,1,8,2019,43488BLOOR STATION3,#REF!
428,2019-01-23,9:13,Wednesday,HIGHWAY 407 STATION,TUCC,3,5,S,YU,5511,Transit Control Related Problems,43.783889,-79.523056,Yonge University Spadina,January,9AM-12PM,1,9,2019,43488HIGHWAY 407 STATION3,#REF!
429,2019-01-23,9:26,Wednesday,HIGH PARK STATION,EUDO,4,6,E,BD,5368,Door Problems - Faulty Equipment,43.653889,-79.466667,Bloor Danforth,January,9AM-12PM,1,9,2019,43488HIGH PARK STATION4,#REF!
430,2019-01-23,10:20,Wednesday,SHEPPARD STATION,MUI,16,19,S,YU,5691,Injured or ill Customer (On Train) - Transported,#N/A,#N/A,Yonge University Spadina,January,9AM-12PM,1,10,2019,43488SHEPPARD STATION16,#REF!
431,2019-01-23,10:49,Wednesday,KIPLING STATION,MUTO,7,10,E,BD,5045,Misc. Transportation Other - Employee Non-Chargeable,43.637222,-79.536111,Bloor Danforth,January,9AM-12PM,1,10,2019,43488KIPLING STATION7,#REF!
432,2019-01-23,10:54,Wednesday,SPADINA YUS STATION,TUDOE,16,20,N,YU,6116,Doors Open in Error,43.66722,-79.40389,Yonge University Spadina,January,9AM-12PM,1,10,2019,43488SPADINA YUS STATION16,#REF!
433,2019-01-23,10:55,Wednesday,EGLINTON STATION,EUDO,7,10,N,YU,5866,Door Problems - Faulty Equipment,43.705833,-79.398333,Yonge University Spadina,January,9AM-12PM,1,10,2019,43488EGLINTON STATION7,#REF!
434,2019-01-23,11:52,Wednesday,MCCOWAN STATION,MRTO,5,10,N,SRT,3004,Timeout,43.774917,-79.251667,Scarborough Rail Transit,January,9AM-12PM,1,11,2019,43488MCCOWAN STATION5,#REF!
435,2019-01-23,12:05,Wednesday,SHEPPARD WEST STATION,EUNT,7,10,N,YU,5831,Equipment - No Trouble Found,43.749444,-79.461944,Yonge University Spadina,January,12-3PM,1,12,2019,43488SHEPPARD WEST STATION7,#REF!
436,2019-01-23,13:43,Wednesday,KIPLING STATION,MUSC,4,7,E,BD,5021,Miscellaneous Speed Control,43.637222,-79.536111,Bloor Danforth,January,12-3PM,1,13,2019,43488KIPLING STATION4,#REF!
437,2019-01-23,14:51,Wednesday,SHERBOURNE STATION,SUDP,3,6,E,BD,5255,Disorderly Patron,43.672222,-79.376389,Bloor Danforth,January,12-3PM,1,14,2019,43488SHERBOURNE STATION3,#REF!
438,2019-01-23,15:07,Wednesday,DONLANDS STATION,EUAC,3,6,E,BD,5024,Air Conditioning,43.681111,-79.337778,Bloor Danforth,January,3-6PM,1,15,2019,43488DONLANDS STATION3,#REF!
439,2019-01-23,15:14,Wednesday,WILSON STATION,MUATC,4,7,S,YU,5941,ATC Project,43.734167,-79.45,Yonge University Spadina,January,3-6PM,1,15,2019,43488WILSON STATION4,#REF!
440,2019-01-23,15:16,Wednesday,KENNEDY SRT STATION,TRO,8,13,N,SRT,3026,Transportation Department - Other,43.7325,-79.263611,Scarborough Rail Transit,January,3-6PM,1,15,2019,43488KENNEDY SRT STATION8,#REF!
441,2019-01-23,16:27,Wednesday,COLLEGE STATION,SUDP,4,6,N,YU,5511,Disorderly Patron,43.661389,-79.383056,Yonge University Spadina,January,3-6PM,1,16,2019,43488COLLEGE STATION4,#REF!
442,2019-01-23,16:33,Wednesday,VICTORIA PARK STATION,MUDD,6,9,W,BD,5036,Door Problems - Debris Related,43.695,-79.288611,Bloor Danforth,January,3-6PM,1,16,2019,43488VICTORIA PARK STATION6,#REF!
443,2019-01-23,16:34,Wednesday,KENNEDY SRT STATION,ERDO,3,8,N,SRT,3025,Door Problems - Faulty Equipment,43.7325,-79.263611,Scarborough Rail Transit,January,3-6PM,1,16,2019,43488KENNEDY SRT STATION3,#REF!
444,2019-01-23,16:43,Wednesday,WARDEN STATION,MUI,19,21,E,BD,5086,Injured or ill Customer (On Train) - Transported,43.711389,-79.279722,Bloor Danforth,January,3-6PM,1,16,2019,43488WARDEN STATION19,#REF!
445,2019-01-23,17:09,Wednesday,WELLESLEY STATION,MUIR,4,6,N,YU,6091,Injured or ill Customer (On Train) - Medical Aid Refused,43.665278,-79.383889,Yonge University Spadina,January,3-6PM,1,17,2019,43488WELLESLEY STATION4,#REF!
446,2019-01-23,17:15,Wednesday,MUSEUM STATION,MUDD,8,10,N,YU,5761,Door Problems - Debris Related,43.667222,-79.393611,Yonge University Spadina,January,3-6PM,1,17,2019,43488MUSEUM STATION8,#REF!
447,2019-01-23,17:36,Wednesday,SPADINA BD STATION,SUAP,11,13,W,BD,5195,Assault / Patron Involved,43.667222, -79.403889,Bloor Danforth,January,3-6PM,1,17,2019,43488SPADINA BD STATION11,#REF!
448,2019-01-23,21:03,Wednesday,SHERBOURNE STATION,EUDO,4,7,E,BD,5211,Door Problems - Faulty Equipment,43.672222,-79.376389,Bloor Danforth,January,9PM-1:30AM,1,21,2019,43488SHERBOURNE STATION4,#REF!
449,2019-01-23,21:32,Wednesday,BLOOR STATION,SUAP,3,6,N,YU,5466,Assault / Patron Involved,#N/A,#N/A,Yonge University Spadina,January,9PM-1:30AM,1,21,2019,43488BLOOR STATION3,#REF!
450,2019-01-23,22:50,Wednesday,DON MILLS STATION,PUMEL,5,10,W,SHP,6171,Escalator/Elevator Incident,43.775556,-79.346389,Sheppard,January,9PM-1:30AM,1,22,2019,43488DON MILLS STATION5,#REF!
451,2019-01-23,23:12,Wednesday,KIPLING STATION,MUO,3,8,E,BD,5074,Miscellaneous Other,43.637222,-79.536111,Bloor Danforth,January,9PM-1:30AM,1,23,2019,43488KIPLING STATION3,#REF!
452,2019-01-24,5:13,Thursday,MUSEUM STATION,PUTIJ,7,10,S,YU,6106,Insulated Joint Related Problem,43.667222,-79.393611,Yonge University Spadina,January,5-9AM,1,5,2019,43489MUSEUM STATION7,#REF!
453,2019-01-24,5:45,Thursday,BLOOR STATION,PUTWZ,8,0,N,YU,5551,Work Zone Problems - Track,#N/A,#N/A,Yonge University Spadina,January,5-9AM,1,5,2019,43489BLOOR STATION8,#REF!
454,2019-01-24,6:48,Thursday,WILSON STATION,PUSSW,7,9,N,YU,6061,Track Switch Failure - Signal Related Problem,43.734167,-79.45,Yonge University Spadina,January,5-9AM,1,6,2019,43489WILSON STATION7,#REF!
455,2019-01-24,7:36,Thursday,SHEPPARD WEST STATION,MUO,17,19,S,YU,6061,Miscellaneous Other,43.749444,-79.461944,Yonge University Spadina,January,5-9AM,1,7,2019,43489SHEPPARD WEST STATION17,#REF!
456,2019-01-24,8:47,Thursday,ROSEDALE STATION,MUI,6,8,S,YU,5976,Injured or ill Customer (On Train) - Transported,43.676944,-79.388889,Yonge University Spadina,January,5-9AM,1,8,2019,43489ROSEDALE STATION6,#REF!
457,2019-01-24,8:56,Thursday,ROSEDALE STATION,MUIR,5,7,S,YU,6126,Injured or ill Customer (On Train) - Medical Aid Refused,43.676944,-79.388889,Yonge University Spadina,January,5-9AM,1,8,2019,43489ROSEDALE STATION5,#REF!
458,2019-01-24,8:57,Thursday,MUSEUM STATION,TUMVS,3,5,S,YU,5816,Operator Violated Signal,43.667222,-79.393611,Yonge University Spadina,January,5-9AM,1,8,2019,43489MUSEUM STATION3,#REF!
459,2019-01-24,9:13,Thursday,SHEPPARD STATION,MUPAA,3,5,S,YU,6031,Passenger Assistance Alarm Activated - No Trouble Found,#N/A,#N/A,Yonge University Spadina,January,9AM-12PM,1,9,2019,43489SHEPPARD STATION3,#REF!
460,2019-01-24,9:21,Thursday,MUSEUM STATION,MUIR,3,5,N,YU,5661,Injured or ill Customer (On Train) - Medical Aid Refused,43.667222,-79.393611,Yonge University Spadina,January,9AM-12PM,1,9,2019,43489MUSEUM STATION3,#REF!
461,2019-01-24,9:29,Thursday,MUSEUM STATION,MUPAA,3,5,N,YU,5951,Passenger Assistance Alarm Activated - No Trouble Found,43.667222,-79.393611,Yonge University Spadina,January,9AM-12PM,1,9,2019,43489MUSEUM STATION3,#REF!
462,2019-01-24,10:05,Thursday,CASTLE FRANK STATION,MUIR,4,7,W,BD,5325,Injured or ill Customer (On Train) - Medical Aid Refused,43.673611,-79.368889,Bloor Danforth,January,9AM-12PM,1,10,2019,43489CASTLE FRANK STATION4,#REF!
463,2019-01-24,10:58,Thursday,ST GEORGE YUS STATION,MUDD,9,12,N,YU,5896,Door Problems - Debris Related,43.66806,-79.39972,Yonge University Spadina,January,9AM-12PM,1,10,2019,43489ST GEORGE YUS STATION9,#REF!
464,2019-01-24,14:17,Thursday,KIPLING STATION,TUO,4,8,W,BD,5076,Transportation Department - Other,43.637222,-79.536111,Bloor Danforth,January,12-3PM,1,14,2019,43489KIPLING STATION4,#REF!
465,2019-01-24,16:20,Thursday,FINCH STATION,TUNIP,3,6,S,YU,5476,Operator Not In Position,43.780556,-79.414722,Yonge University Spadina,January,3-6PM,1,16,2019,43489FINCH STATION3,#REF!
466,2019-01-24,16:23,Thursday,KENNEDY BD STATION,EUDO,3,6,W,BD,5206,Door Problems - Faulty Equipment,43.73255,-79.26361,Bloor Danforth,January,3-6PM,1,16,2019,43489KENNEDY BD STATION3,#REF!
467,2019-01-24,16:48,Thursday,BAY STATION,MUPAA,3,5,E,BD,5371,Passenger Assistance Alarm Activated - No Trouble Found,43.670278,-79.39,Bloor Danforth,January,3-6PM,1,16,2019,43489BAY STATION3,#REF!
468,2019-01-24,16:51,Thursday,KENNEDY BD STATION,MUSAN,3,5,W,BD,5283,Unsanitary Vehicle,43.73255,-79.26361,Bloor Danforth,January,3-6PM,1,16,2019,43489KENNEDY BD STATION3,#REF!
469,2019-01-24,17:23,Thursday,KENNEDY BD STATION,SUDP,9,12,W,BD,5138,Disorderly Patron,43.73255,-79.26361,Bloor Danforth,January,3-6PM,1,17,2019,43489KENNEDY BD STATION9,#REF!
470,2019-01-24,17:48,Thursday,SHEPPARD WEST STATION,SUBT,23,25,S,YU,5591,Bomb Threat,43.749444,-79.461944,Yonge University Spadina,January,3-6PM,1,17,2019,43489SHEPPARD WEST STATION23,#REF!
471,2019-01-24,17:58,Thursday,KIPLING STATION,MUI,3,5,W,BD,5140,Injured or ill Customer (On Train) - Transported,43.637222,-79.536111,Bloor Danforth,January,3-6PM,1,17,2019,43489KIPLING STATION3,#REF!
472,2019-01-24,18:50,Thursday,COLLEGE STATION,MUI,11,13,N,YU,5431,Injured or ill Customer (On Train) - Transported,43.661389,-79.383056,Yonge University Spadina,January,6-9PM,1,18,2019,43489COLLEGE STATION11,#REF!
473,2019-01-24,18:54,Thursday,SPADINA YUS STATION,SUDP,4,7,N,YU,5406,Disorderly Patron,43.66722,-79.40389,Yonge University Spadina,January,6-9PM,1,18,2019,43489SPADINA YUS STATION4,#REF!
474,2019-01-24,20:10,Thursday,YONGE BD STATION,SUDP,11,14,W,BD,5293,Disorderly Patron,#N/A,#N/A,Bloor Danforth,January,6-9PM,1,20,2019,43489YONGE BD STATION11,#REF!
475,2019-01-24,22:06,Thursday,VAUGHAN MC STATION,MUIR,4,9,N,YU,5821,Injured or ill Customer (On Train) - Medical Aid Refused,43.794167,-79.5275,Yonge University Spadina,January,9PM-1:30AM,1,22,2019,43489VAUGHAN MC STATION4,#REF!
476,2019-01-24,22:44,Thursday,KIPLING STATION,MUTO,5,10,E,BD,5293,Misc. Transportation Other - Employee Non-Chargeable,43.637222,-79.536111,Bloor Danforth,January,9PM-1:30AM,1,22,2019,43489KIPLING STATION5,#REF!
477,2019-01-24,22:51,Thursday,UNION STATION,SUDP,4,9,N,YU,5896,Disorderly Patron,43.645556,-79.380556,Yonge University Spadina,January,9PM-1:30AM,1,22,2019,43489UNION STATION4,#REF!
478,2019-01-24,23:49,Thursday,KENNEDY BD STATION,MUSAN,3,8,W,BD,5035,Unsanitary Vehicle,43.73255,-79.26361,Bloor Danforth,January,9PM-1:30AM,1,23,2019,43489KENNEDY BD STATION3,#REF!
479,2019-01-25,1:46,Friday,DUPONT STATION,MUATC,5,10,N,YU,5511,ATC Project,43.674584,-79.40683,Yonge University Spadina,January,9PM-1:30AM,1,1,2019,43490DUPONT STATION5,#REF!
480,2019-01-25,7:18,Friday,FINCH STATION,SUDP,3,5,S,YU,5031,Disorderly Patron,43.780556,-79.414722,Yonge University Spadina,January,5-9AM,1,7,2019,43490FINCH STATION3,#REF!
481,2019-01-25,7:51,Friday,YORKDALE STATION,MUATC,3,5,S,YU,5471,ATC Project,43.724722,-79.4475,Yonge University Spadina,January,5-9AM,1,7,2019,43490YORKDALE STATION3,#REF!
482,2019-01-25,7:52,Friday,YONGE BD STATION,MUIR,3,5,E,BD,5237,Injured or ill Customer (On Train) - Medical Aid Refused,#N/A,#N/A,Bloor Danforth,January,5-9AM,1,7,2019,43490YONGE BD STATION3,#REF!
483,2019-01-25,8:52,Friday,QUEEN STATION,EUDO,4,6,S,YU,5596,Door Problems - Faulty Equipment,43.6525,-79.379167,Yonge University Spadina,January,5-9AM,1,8,2019,43490QUEEN STATION4,#REF!
484,2019-01-25,9:24,Friday,JANE STATION,EUBK,10,12,W,BD,5142,Brakes,43.649917,-79.483889,Bloor Danforth,January,9AM-12PM,1,9,2019,43490JANE STATION10,#REF!
485,2019-01-25,9:37,Friday,OLD MILL STATION,EUCD,3,5,W,BD,5142,Consequential Delay (2nd Delay Same Fault),43.65,-79.494722,Bloor Danforth,January,9AM-12PM,1,9,2019,43490OLD MILL STATION3,#REF!
486,2019-01-25,10:03,Friday,WOODBINE STATION,MUPR1,109,112,W,BD,5103,Priority One - Train in Contact With Person,43.686389,-79.312778,Bloor Danforth,January,9AM-12PM,1,10,2019,43490WOODBINE STATION109,#REF!
487,2019-01-25,11:17,Friday,KEELE STATION,PUSIS,3,5,E,BD,5078,Signals Track Weather Related,43.655556,-79.459722,Bloor Danforth,January,9AM-12PM,1,11,2019,43490KEELE STATION3,#REF!
488,2019-01-25,11:53,Friday,EGLINTON STATION,MUPLB,10,13,N,YU,5951,Fire/Smoke Plan B - Source TTC,43.705833,-79.398333,Yonge University Spadina,January,9AM-12PM,1,11,2019,43490EGLINTON STATION10,#REF!
489,2019-01-25,13:30,Friday,DAVISVILLE STATION,SUAP,3,6,S,YU,6106,Assault / Patron Involved,43.697778,-79.397222,Yonge University Spadina,January,12-3PM,1,13,2019,43490DAVISVILLE STATION3,#REF!
490,2019-01-25,13:39,Friday,EGLINTON STATION,SUDP,4,7,N,YU,6031,Disorderly Patron,43.705833,-79.398333,Yonge University Spadina,January,12-3PM,1,13,2019,43490EGLINTON STATION4,#REF!
491,2019-01-25,14:14,Friday,WELLESLEY STATION,MUI,14,17,S,YU,5611,Injured or ill Customer (On Train) - Transported,43.665278,-79.383889,Yonge University Spadina,January,12-3PM,1,14,2019,43490WELLESLEY STATION14,#REF!
492,2019-01-25,15:00,Friday,DUFFERIN STATION,MUIR,3,5,W,BD,5171,Injured or ill Customer (On Train) - Medical Aid Refused,43.66,-79.435556,Bloor Danforth,January,3-6PM,1,15,2019,43490DUFFERIN STATION3,#REF!
493,2019-01-25,15:07,Friday,MCCOWAN STATION,PRS,5,10,N,SRT,3012,VCC/RCIU/CCR,43.774917,-79.251667,Scarborough Rail Transit,January,3-6PM,1,15,2019,43490MCCOWAN STATION5,#REF!
494,2019-01-25,16:48,Friday,YORK MILLS STATION,MUPLB,10,12,S,YU,5536,Fire/Smoke Plan B - Source TTC,43.744167,-79.406667,Yonge University Spadina,January,3-6PM,1,16,2019,43490YORK MILLS STATION10,#REF!
495,2019-01-25,17:48,Friday,SHEPPARD WEST STATION,TUNIP,3,5,S,YU,5461,Operator Not In Position,43.749444,-79.461944,Yonge University Spadina,January,3-6PM,1,17,2019,43490SHEPPARD WEST STATION3,#REF!
496,2019-01-25,17:58,Friday,SHEPPARD WEST STATION,TUNIP,3,5,S,YU,5806,Operator Not In Position,43.749444,-79.461944,Yonge University Spadina,January,3-6PM,1,17,2019,43490SHEPPARD WEST STATION3,#REF!
497,2019-01-25,18:30,Friday,QUEEN'S PARK STATION,MUIS,4,6,N,YU,5941,Injured or ill Customer (In Station) - Transported,43.66,-79.390556,Yonge University Spadina,January,6-9PM,1,18,2019,43490QUEEN'S PARK STATION4,#REF!
498,2019-01-25,18:37,Friday,FINCH STATION,EUDO,3,5,S,YU,5841,Door Problems - Faulty Equipment,43.780556,-79.414722,Yonge University Spadina,January,6-9PM,1,18,2019,43490FINCH STATION3,#REF!
499,2019-01-25,19:26,Friday,COXWELL STATION,MUIR,4,6,W,BD,5322,Injured or ill Customer (On Train) - Medical Aid Refused,43.684167,-79.323056,Bloor Danforth,January,6-9PM,1,19,2019,43490COXWELL STATION4,#REF!
500,2019-01-25,20:09,Friday,WARDEN STATION,TUMVS,3,5,W,BD,5171,Operator Violated Signal,43.711389,-79.279722,Bloor Danforth,January,6-9PM,1,20,2019,43490WARDEN STATION3,#REF!
501,2019-01-25,21:38,Friday,SHERBOURNE STATION,MUI,7,12,E,BD,5220,Injured or ill Customer (On Train) - Transported,43.672222,-79.376389,Bloor Danforth,January,9PM-1:30AM,1,21,2019,43490SHERBOURNE STATION7,#REF!
502,2019-01-25,23:41,Friday,SUMMERHILL STATION,MUI,13,18,N,YU,6136,Injured or ill Customer (On Train) - Transported,43.682222,-79.390833,Yonge University Spadina,January,9PM-1:30AM,1,23,2019,43490SUMMERHILL STATION13,#REF!
503,2019-01-26,5:53,Saturday,GREENWOOD STATION,EUBK,10,14,E,BD,5059,Brakes,43.6825,-79.330278,Bloor Danforth,January,5-9AM,1,5,2019,43491GREENWOOD STATION10,#REF!
504,2019-01-26,6:57,Saturday,CHRISTIE STATION,SUAP,5,10,E,BD,5140,Assault / Patron Involved,43.664167,-79.418333,Bloor Danforth,January,5-9AM,1,6,2019,43491CHRISTIE STATION5,#REF!
505,2019-01-26,7:43,Saturday,ST CLAIR STATION,SUO,5,10,S,YU,5576,Passenger Other,43.687778,-79.393056,Yonge University Spadina,January,5-9AM,1,7,2019,43491ST CLAIR STATION5,#REF!
506,2019-01-26,9:28,Saturday,KENNEDY BD STATION,PUSTS,3,7,E,BD,5006,Signals - Train Stops,43.73255,-79.26361,Bloor Danforth,January,9AM-12PM,1,9,2019,43491KENNEDY BD STATION3,#REF!
